,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
8934,21.1,34.29,0.0,1488.0,0.0053134279458795,0
6200,20.29,31.2,0.0,717.0,0.0045939832120956,0
8752,22.15,34.29,429.0,1453.5,0.0056691336858209,1
2197,20.89,24.6,0.0,577.5,0.0037536605699601,0
6581,20.29,26.1,0.0,806.5,0.0038384095431348,0
1177,23.525,22.6,732.25,785.5,0.0040506831425228,1
6925,21.6,26.8225,457.75,968.0,0.0042785962705843,1
7934,19.89,30.55,0.0,720.5,0.0043868124602872,0
2378,20.65,25.42,0.0,543.25,0.0038223005384781,0
4998,19.89,34.545,0.0,542.0,0.0049650517345753,0
3954,19.89,36.7225,10.5,503.25,0.005280674461595,0
8861,21.89,34.29,0.0,1523.0,0.0055791479212247,0
2694,23.89,25.3925,808.0,700.5,0.0046568161403223,1
5492,21.79,29.0,188.0,647.25,0.0046830141334444,0
4159,20.89,34.7,115.75,506.75,0.005307949204376,0
4882,19.9266666666667,35.7,0.0,542.0,0.0051442016240442,0
2161,20.89,24.15,0.0,577.0,0.003684589294019,0
7603,20.39,30.1,0.0,724.0,0.0044585183084475,0
8108,20.26,30.6666666666667,0.0,742.0,0.0045064583902316,0
9003,21.0,33.7,0.0,1513.66666666667,0.0051889865684224,0
4658,19.89,35.4,0.0,528.5,0.0050889437890752,0
4548,19.8566666666667,35.4,0.0,524.0,0.0050783508870579,0
6849,20.65,25.445,389.0,874.25,0.0038260828088335,1
5413,20.5333333333333,29.89,134.333333333333,615.333333333333,0.0044668149989062,0
216,21.7,28.445,412.0,584.5,0.0045673511046787,1
4899,19.9633333333333,35.5,0.0,538.0,0.0051268776019488,0
7589,20.39,30.2,0.0,720.0,0.00447343719239,0
6528,20.39,26.5,0.0,859.0,0.0039219113133029,0
7088,21.525,28.075,464.0,894.5,0.0044591647232786,0
9576,20.7,26.6333333333333,0.0,1538.0,0.0040183610863224,0
7946,20.075,30.34,0.0,723.666666666667,0.0044070196823693,0
8473,21.6,32.7,441.0,1181.66666666667,0.0052240210693421,1
8591,21.79,33.9333333333333,434.0,1187.66666666667,0.0054866921078282,1
2379,20.7,25.29,0.0,544.0,0.0038144398660383,0
5797,21.7,31.025,50.0,658.5,0.00498493610278,0
6867,20.89,26.7925,414.0,963.5,0.0040904094498765,1
6337,20.29,29.2,0.0,734.0,0.004297462473743,0
9349,20.7,26.89,0.0,1257.0,0.0040573388242719,0
4271,20.39,35.3725,33.5,505.0,0.0052460866005782,0
1467,22.945,25.39,59.0,569.0,0.004396452563716,0
8646,22.125,34.425,459.0,1339.5,0.0056829145470899,1
4317,20.05,35.95,37.0,505.0,0.0052205922518999,0
489,20.55,28.04,0.0,493.5,0.0041928234134797,0
2129,21.0,24.29,0.0,576.0,0.0037313816648662,0
2415,20.89,25.2,0.0,529.0,0.0038457793302435,0
1046,20.55,22.075,7.0,865.25,0.0032961498194796,0
8068,20.5666666666667,30.23,0.0,744.666666666667,0.0045273607818861,0
4001,20.0,36.5,7.0,506.5,0.0052846134894447,0
1276,24.0,22.6666666666667,300.0,766.333333333333,0.0041813116627493,0
5951,20.5,32.7,0.0,679.333333333333,0.0048799225379465,0
2963,22.175,30.2,447.0,597.25,0.0049951787046398,1
3460,20.0,34.145,0.0,506.0,0.004940938821898,0
5528,21.7,29.4266666666667,82.0,638.666666666667,0.0047261728453867,0
2076,21.0,24.995,0.0,568.0,0.0038403510377408,0
8202,20.7,30.2,0.0,771.0,0.0045604350403653,0
222,21.7,28.84,0.0,587.5,0.0046312476265853,0
3913,19.7,37.45,0.0,507.0,0.0053225342830178,0
9567,20.7,26.5,0.0,1543.0,0.0039981148262085,0
6003,20.5,32.9,0.0,649.0,0.0049100047651658,0
6462,20.39,27.2,0.0,858.0,0.0040261795538666,0
2035,21.0,24.945,0.0,575.5,0.0038326214630243,0
3927,19.79,37.1266666666667,0.0,505.0,0.0053059984113891,0
2544,21.6333333333333,25.8633333333333,509.666666666667,579.0,0.0041330555821899,1
6895,21.29,27.125,489.25,1000.25,0.0042452317872616,1
7795,20.2,30.365,0.0,713.75,0.0044451695747912,0
9633,20.76,27.0,0.0,1498.0,0.0040892288396223,0
6257,20.26,30.43,0.0,730.333333333333,0.0044714302747979,0
6565,20.39,26.2,0.0,844.0,0.0038772355562648,0
2937,22.6,29.2225,471.5,585.25,0.0049597764625453,1
8498,21.7,33.07,454.0,1254.0,0.0053163245183373,1
6630,20.39,25.55,0.0,791.0,0.0037804599578291,0
739,20.6,24.63,0.0,555.666666666667,0.0036913411017111,0
5225,20.15,32.29,0.0,569.333333333333,0.0047143998734882,0
402,20.79,30.045,0.0,488.0,0.0045622608102062,0
9752,21.0,28.1,409.0,1864.0,0.0043207320029367,1
