,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
7200,21.7,28.8233333333333,469.0,907.666666666667,0.0046285513074704,1
8499,21.7,33.145,454.0,1249.5,0.0053284847871306,1
8459,21.4725,32.6725,429.0,1115.0,0.0051786730976363,1
1667,21.79,28.05,0.0,594.5,0.0045284881506989,0
600,20.7,26.7,0.0,510.0,0.0040284847074963,0
1819,21.245,27.495,0.0,568.5,0.0042915948724535,0
333,21.0,29.6,0.0,502.0,0.0045530643835726,0
8571,21.7,33.79,469.0,1153.0,0.0054330825631901,1
4273,20.39,35.4333333333333,31.0,502.333333333333,0.0052551850040022,0
6866,20.89,26.65,421.5,957.5,0.0040685116801406,1
6607,20.39,25.79,0.0,791.0,0.0038161890012177,0
2653,23.4633333333333,25.3333333333333,792.0,679.0,0.0045271781642774,1
8226,20.7,30.39,0.0,772.333333333333,0.0045893382150764,0
6828,20.39,24.29,14.0,826.0,0.0035929493922149,0
8407,21.39,31.6,438.0,1002.5,0.0049818637278449,1
9258,20.89,28.2,0.0,1427.0,0.0043067802623221,0
4429,20.0,35.9,24.0,518.0,0.0051970172999147,0
8185,20.7,30.2,0.0,763.5,0.0045604350403653,0
6618,20.39,25.7,0.0,787.0,0.0038027901318425,0
2967,22.1,30.6,447.0,585.0,0.0050386115960708,1
239,21.5,28.995,0.0,642.5,0.0045992734119272,0
1568,22.075,27.4725,439.0,596.333333333333,0.0045129610710896,1
4705,19.945,35.29,0.0,536.0,0.005090467401613,0
1526,22.34,26.315,459.0,536.0,0.004392300293286,1
4434,20.05,35.845,24.0,514.0,0.0052052167445203,0
6410,20.29,28.1,0.0,921.333333333333,0.0041344956605202,0
2311,20.89,25.0,0.0,573.5,0.0038150700634007,0
6403,20.23,28.1,0.0,846.333333333333,0.0041190870314314,0
2892,23.075,28.1,534.0,558.75,0.0049081505797643,1
707,20.6,25.2666666666667,0.0,553.0,0.003787340446215,0
2001,21.0,25.6,0.0,564.0,0.0039338940265371,0
4558,19.89,35.45,0.0,519.0,0.0050961904538879,0
6124,20.39,32.0,0.0,684.0,0.0047420986639068,0
7806,20.1,30.29,0.0,714.0,0.0044065679384827,0
6419,20.39,27.89,0.0,857.0,0.004128992251593,0
6715,20.39,25.0,0.0,810.5,0.0036985962853812,0
4372,19.8233333333333,36.2,13.0,513.0,0.0051832579070389,0
1531,22.3233333333333,26.6,454.0,542.666666666667,0.0044356775640082,1
727,20.6,24.79,0.0,546.0,0.0037154638204261,0
4370,19.84,36.245,13.0,512.0,0.0051951674466981,0
5160,20.1,32.29,0.0,559.5,0.0046997249677039,0
91,21.89,30.1333333333333,421.666666666667,756.666666666667,0.0048975131253024,1
4130,20.5666666666667,35.29,43.0,499.0,0.0052916127578312,0
6473,20.39,27.1,0.0,852.0,0.0040112819641186,0
3253,20.39,31.2,0.0,507.5,0.0046226651227873,0
3879,19.6,38.2,0.0,506.5,0.0053961432922534,0
815,20.6,24.295,0.0,559.0,0.0036408401829251,0
2645,23.39,24.945,774.0,659.75,0.0044374658813319,1
4722,20.0,35.09,0.0,533.0,0.0050788012434985,0
5537,21.7,29.5,288.0,623.0,0.0047380405199268,0
2317,20.79,24.79,0.0,565.0,0.0037594787235127,0
396,20.79,29.05,0.0,493.0,0.004410101213342,0
8484,21.6,32.7,433.5,1271.5,0.0052240210693421,1
5353,20.1,31.2,14.0,603.5,0.0045399203740505,0
2199,20.89,24.295,0.0,577.0,0.0037068439289081,0
6289,20.29,29.89,0.0,729.5,0.0043997304141673,0
3057,21.29,32.4,426.0,585.0,0.0050775415463664,1
5974,20.5,32.79,0.0,680.0,0.0048934591829229,0
4095,20.79,35.59,119.0,508.0,0.0054115812918471,0
2407,21.0,25.1666666666667,0.0,531.333333333333,0.003866890697442,0
2177,20.89,24.29,0.0,575.0,0.003706076501351,0
9394,20.79,26.39,0.0,1363.0,0.0040036854333781,0
6440,20.39,27.55,0.0,852.0,0.0040783267022572,0
4783,19.89,36.0,0.0,532.5,0.0051759148222757,0
7043,21.29,28.025,469.0,918.25,0.0043870808848485,1
5843,21.29,31.7,31.0,664.25,0.0049669655682835,0
8727,22.2225,34.4975,439.0,1488.5,0.0057292299833699,1
1154,22.9175,23.4725,645.5,906.5,0.0040554517329177,1
376,20.79,30.25,0.0,485.0,0.0045936194592834,0
8048,20.5,30.39,0.0,738.0,0.0045326819356264,0
6583,20.29,26.2,0.0,802.0,0.0038532071982278,0
7958,20.1,30.5,0.0,719.0,0.0044373365388697,0
8348,21.2,31.315,433.0,949.5,0.0048789376883353,1
9441,20.79,26.1,0.0,1399.5,0.0039594088253607,0
3179,20.79,31.89,0.0,514.0,0.0048446016983366,0
5967,20.5,32.79,0.0,669.0,0.0048934591829229,0
7525,20.5,30.5,0.0,741.0,0.0045492084791297,0
7259,21.89,29.0,459.0,902.0,0.0047119192394134,1
4619,19.8233333333333,35.4,0.0,521.666666666667,0.0050677774921969,0
3034,21.5,32.09,429.0,603.0,0.0050942323710878,1
8492,21.675,32.7225,450.25,1382.25,0.0052518859828178,1
148,21.945,30.3425,433.0,799.25,0.0049484937702114,1
4005,20.0,36.29,7.0,506.0,0.0052539520400232,0
8879,21.7,34.2,0.0,1477.0,0.0054995892068049,0
1725,21.39,28.0966666666667,0.0,568.666666666667,0.0044256197154413,0
6465,20.39,27.1333333333333,0.0,859.333333333333,0.0040162477485853,0
3212,20.6,31.6,0.0,512.0,0.0047439142472379,0
9498,20.7675,26.2675,0.0,1472.5,0.0039794293712678,0
7038,21.445,28.05,454.0,946.25,0.0044332372400074,1
248,21.29,29.1,0.0,619.0,0.004556595991105,0
5251,20.0,32.2,0.0,573.5,0.0046573809294906,0
4478,20.0,35.59,14.0,521.5,0.0051517688532809,0
2265,20.89,24.2266666666667,0.0,581.333333333333,0.0036963559152323,0
6063,20.39,32.545,0.0,672.0,0.0048234888398397,0
3585,19.79,36.29,0.0,503.5,0.0051854284286976,0
461,20.6,28.1,0.0,487.0,0.0042149201598957,0
9207,20.89,29.2,0.0,1327.0,0.0044605981991677,0
5661,22.79,29.0,94.0,644.25,0.0049792359500691,0
9222,20.89,28.89,0.0,1118.5,0.0044129065588719,0
