,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
581,2015-02-03 00:00:00,20.6,22.2,0.0,451.5,0.0033252058118989,0
582,2015-02-03 00:01:00,20.6,22.2,0.0,455.25,0.0033252058118989,0
583,2015-02-03 00:02:00,20.6,22.2,0.0,455.25,0.0033252058118989,0
584,2015-02-03 00:03:00,20.6333333333333,22.23,0.0,451.666666666667,0.0033366097602703,0
585,2015-02-03 00:04:00,20.6,22.2,0.0,451.0,0.0033252058118989,0
586,2015-02-03 00:04:59,20.6,22.2,0.0,448.75,0.0033252058118989,0
587,2015-02-03 00:06:00,20.6,22.2,0.0,445.75,0.0033252058118989,0
588,2015-02-03 00:07:00,20.6,22.2,0.0,444.75,0.0033252058118989,0
589,2015-02-03 00:08:00,20.6,22.2,0.0,446.333333333333,0.0033252058118989,0
590,2015-02-03 00:08:59,20.6,22.2,0.0,450.0,0.0033252058118989,0
591,2015-02-03 00:10:00,20.575,22.2225,0.0,446.5,0.0033234391868643,0
592,2015-02-03 00:10:59,20.6,22.2225,0.0,446.5,0.0033285939880228,0
593,2015-02-03 00:11:59,20.575,22.2675,0.0,447.75,0.003330205099058,0
594,2015-02-03 00:13:00,20.58,22.254,0.0,449.6,0.0033292071835003,0
595,2015-02-03 00:14:00,20.6,22.23,0.0,451.666666666667,0.0033297233882232,0
596,2015-02-03 00:15:00,20.6,22.26,0.0,450.0,0.0033342410298212,0
597,2015-02-03 00:16:00,20.6,22.2,0.0,449.25,0.0033252058118989,0
598,2015-02-03 00:16:59,20.575,22.2,0.0,449.75,0.0033200562856713,0
599,2015-02-03 00:17:59,20.55,22.2675,0.0,453.75,0.0033250467959681,0
600,2015-02-03 00:19:00,20.6,22.2,0.0,453.0,0.0033252058118989,0
601,2015-02-03 00:20:00,20.6,22.2,0.0,450.5,0.0033252058118989,0
602,2015-02-03 00:21:00,20.5666666666667,22.23,0.0,447.0,0.0033228495395574,0
603,2015-02-03 00:22:00,20.575,22.2675,0.0,443.75,0.003330205099058,0
604,2015-02-03 00:23:00,20.6,22.2,0.0,444.25,0.0033252058118989,0
605,2015-02-03 00:23:59,20.6,22.2675,0.0,451.5,0.0033353704504199,0
606,2015-02-03 00:24:59,20.6,22.218,0.0,448.4,0.0033279163498607,0
607,2015-02-03 00:26:00,20.6,22.2,0.0,449.0,0.0033252058118989,0
608,2015-02-03 00:27:00,20.6,22.26,0.0,449.333333333333,0.0033342410298212,0
609,2015-02-03 00:28:00,20.6,22.2,0.0,446.25,0.0033252058118989,0
610,2015-02-03 00:29:00,20.6,22.2,0.0,446.6,0.0033252058118989,0
611,2015-02-03 00:29:59,20.6,22.2,0.0,447.666666666667,0.0033252058118989,0
612,2015-02-03 00:30:59,20.6,22.2,0.0,447.0,0.0033252058118989,0
613,2015-02-03 00:32:00,20.6,22.2,0.0,446.75,0.0033252058118989,0
614,2015-02-03 00:33:00,20.6,22.2,0.0,449.333333333333,0.0033252058118989,0
615,2015-02-03 00:34:00,20.58,22.2,0.0,451.2,0.0033210856285391,0
616,2015-02-03 00:35:00,20.6,22.2,0.0,454.0,0.0033252058118989,0
617,2015-02-03 00:36:00,20.6,22.2,0.0,451.0,0.0033252058118989,0
618,2015-02-03 00:36:59,20.6,22.2,0.0,450.25,0.0033252058118989,0
619,2015-02-03 00:38:00,20.6,22.2225,0.0,450.0,0.0033285939880228,0
620,2015-02-03 00:39:00,20.6,22.2225,0.0,449.0,0.0033285939880228,0
621,2015-02-03 00:40:00,20.6,22.2,0.0,446.0,0.0033252058118989,0
622,2015-02-03 00:40:59,20.58,22.218,0.0,443.2,0.0033237927900861,0
623,2015-02-03 00:42:00,20.5666666666667,22.26,0.0,443.333333333333,0.0033273578053557,0
624,2015-02-03 00:42:59,20.6,22.2,0.0,448.0,0.0033252058118989,0
625,2015-02-03 00:43:59,20.6,22.2675,0.0,454.0,0.0033353704504199,0
626,2015-02-03 00:45:00,20.6,22.29,0.0,451.5,0.0033387587366944,0
627,2015-02-03 00:46:00,20.6,22.29,0.0,451.333333333333,0.0033387587366944,0
628,2015-02-03 00:47:00,20.55,22.29,0.0,447.0,0.003328424538982,0
629,2015-02-03 00:48:00,20.55,22.29,0.0,448.5,0.003328424538982,0
630,2015-02-03 00:49:00,20.525,22.2225,0.0,450.5,0.0033131506773984,0
631,2015-02-03 00:49:59,20.575,22.29,0.0,446.5,0.0033335881100598,0
632,2015-02-03 00:51:00,20.6,22.29,0.0,447.333333333333,0.0033387587366944,0
633,2015-02-03 00:52:00,20.575,22.29,0.0,453.5,0.0033335881100598,0
634,2015-02-03 00:53:00,20.5666666666667,22.29,0.0,451.333333333333,0.0033318661361591,0
635,2015-02-03 00:53:59,20.58,22.254,0.0,449.4,0.0033292071835003,0
636,2015-02-03 00:55:00,20.5333333333333,22.26,0.0,453.666666666667,0.003320487101931,0
637,2015-02-03 00:55:59,20.575,22.2,0.0,448.25,0.0033200562856713,0
638,2015-02-03 00:56:59,20.575,22.29,0.0,452.0,0.0033335881100598,0
639,2015-02-03 00:58:00,20.525,22.2675,0.0,452.666666666667,0.0033198955328736,0
640,2015-02-03 00:59:00,20.6,22.2,0.0,454.666666666667,0.0033252058118989,0
641,2015-02-03 01:00:00,20.6,22.254,0.0,453.2,0.0033333374962797,0
642,2015-02-03 01:01:00,20.56,22.29,0.0,447.6,0.0033304891212768,0
643,2015-02-03 01:01:59,20.6,22.29,0.0,447.666666666667,0.0033387587366944,0
644,2015-02-03 01:02:59,20.55,22.29,0.0,448.0,0.003328424538982,0
645,2015-02-03 01:04:00,20.55,22.29,0.0,451.0,0.003328424538982,0
646,2015-02-03 01:05:00,20.6,22.29,0.0,451.0,0.0033387587366944,0
647,2015-02-03 01:06:00,20.525,22.2675,0.0,451.0,0.0033198955328736,0
648,2015-02-03 01:07:00,20.525,22.29,0.0,449.75,0.0033232680151758,0
649,2015-02-03 01:08:00,20.52,22.29,0.0,453.0,0.0033222375553586,0
650,2015-02-03 01:08:59,20.5,22.2675,0.0,453.5,0.003314751301506,0
651,2015-02-03 01:09:59,20.5,22.29,0.0,452.333333333333,0.0033181185303638,0
652,2015-02-03 01:11:00,20.525,22.29,0.0,452.0,0.0033232680151758,0
653,2015-02-03 01:12:00,20.6,22.26,0.0,450.666666666667,0.0033342410298212,0
654,2015-02-03 01:13:00,20.5,22.2,0.0,449.5,0.0033046498325125,0
655,2015-02-03 01:14:00,20.6,22.2225,0.0,449.75,0.0033285939880228,0
656,2015-02-03 01:14:59,20.56,22.2,0.0,449.0,0.0033169699431442,0
657,2015-02-03 01:15:59,20.6,22.2,0.0,451.333333333333,0.0033252058118989,0
658,2015-02-03 01:17:00,20.5666666666667,22.2,0.0,449.0,0.0033183413387629,0
659,2015-02-03 01:18:00,20.5666666666667,22.2,0.0,448.0,0.0033183413387629,0
660,2015-02-03 01:19:00,20.575,22.2,0.0,443.25,0.0033200562856713,0
661,2015-02-03 01:20:00,20.55,22.245,0.0,446.5,0.003321669089444,0
662,2015-02-03 01:21:00,20.6,22.245,0.0,448.75,0.0033319822008629,0
663,2015-02-03 01:21:59,20.6,22.2225,0.0,451.0,0.0033285939880228,0
664,2015-02-03 01:23:00,20.6,22.2,0.0,451.5,0.0033252058118989,0
665,2015-02-03 01:24:00,20.5666666666667,22.2,0.0,455.0,0.0033183413387629,0
666,2015-02-03 01:25:00,20.6,22.2,0.0,451.6,0.0033252058118989,0
667,2015-02-03 01:25:59,20.6,22.2,0.0,452.666666666667,0.0033252058118989,0
668,2015-02-03 01:27:00,20.6,22.14,0.0,448.2,0.0033161708550656,0
669,2015-02-03 01:27:59,20.6,22.125,0.0,445.75,0.0033139121566512,0
670,2015-02-03 01:28:59,20.6,22.1,0.0,446.666666666667,0.0033101476955541,0
671,2015-02-03 01:30:00,20.6,22.1,0.0,446.333333333333,0.0033101476955541,0
672,2015-02-03 01:31:00,20.6,22.125,0.0,444.75,0.0033139121566512,0
673,2015-02-03 01:32:00,20.6,22.1,0.0,444.5,0.0033101476955541,0
674,2015-02-03 01:33:00,20.58,22.14,0.0,446.0,0.0033120619260006,0
675,2015-02-03 01:34:00,20.5666666666667,22.1333333333333,0.0,443.333333333333,0.0033083233474975,0
676,2015-02-03 01:34:59,20.6,22.1,0.0,447.0,0.0033101476955541,0
677,2015-02-03 01:36:00,20.5666666666667,22.1,0.0,446.0,0.0033033144722347,0
678,2015-02-03 01:37:00,20.6,22.15,0.0,445.25,0.0033176766630738,0
679,2015-02-03 01:38:00,20.575,22.125,0.0,442.0,0.0033087802127036,0
680,2015-02-03 01:38:59,20.575,22.1,0.0,443.0,0.0033050216120851,0
681,2015-02-03 01:40:00,20.6,22.1,0.0,443.0,0.0033101476955541,0
682,2015-02-03 01:40:59,20.6,22.1,0.0,446.333333333333,0.0033101476955541,0
683,2015-02-03 01:41:59,20.6,22.1333333333333,0.0,449.0,0.0033151669870892,0
684,2015-02-03 01:43:00,20.6,22.125,0.0,445.25,0.0033139121566512,0
685,2015-02-03 01:44:00,20.6,22.1,0.0,441.25,0.0033101476955541,0
686,2015-02-03 01:45:00,20.575,22.175,0.0,441.75,0.0033162975494958,0
687,2015-02-03 01:46:00,20.575,22.175,0.0,441.5,0.0033162975494958,0
688,2015-02-03 01:46:59,20.6,22.1333333333333,0.0,445.0,0.0033151669870892,0
689,2015-02-03 01:47:59,20.575,22.125,0.0,446.0,0.0033087802127036,0
690,2015-02-03 01:49:00,20.55,22.2,0.0,442.5,0.0033149137858631,0
691,2015-02-03 01:50:00,20.5666666666667,22.2,0.0,445.0,0.0033183413387629,0
692,2015-02-03 01:51:00,20.525,22.2,0.0,443.5,0.0033097783042242,0
693,2015-02-03 01:52:00,20.56,22.2,0.0,443.0,0.0033169699431442,0
694,2015-02-03 01:53:00,20.6,22.2,0.0,444.333333333333,0.0033252058118989,0
695,2015-02-03 01:53:59,20.5333333333333,22.2,0.0,443.666666666667,0.0033114893521495,0
696,2015-02-03 01:54:59,20.58,22.2,0.0,443.4,0.0033210856285391,0
697,2015-02-03 01:56:00,20.6,22.2,0.0,447.0,0.0033252058118989,0
698,2015-02-03 01:57:00,20.6,22.2,0.0,446.25,0.0033252058118989,0
699,2015-02-03 01:58:00,20.56,22.2,0.0,445.6,0.0033169699431442,0
700,2015-02-03 01:59:00,20.55,22.2,0.0,448.5,0.0033149137858631,0
701,2015-02-03 01:59:59,20.6,22.2,0.0,443.666666666667,0.0033252058118989,0
702,2015-02-03 02:00:59,20.58,22.2,0.0,444.4,0.0033210856285391,0
703,2015-02-03 02:02:00,20.6,22.2,0.0,444.333333333333,0.0033252058118989,0
704,2015-02-03 02:03:00,20.575,22.2,0.0,443.5,0.0033200562856713,0
705,2015-02-03 02:04:00,20.5666666666667,22.23,0.0,451.0,0.0033228495395574,0
706,2015-02-03 02:05:00,20.575,22.2675,0.0,444.5,0.003330205099058,0
707,2015-02-03 02:06:00,20.6,22.2225,0.0,443.0,0.0033285939880228,0
708,2015-02-03 02:06:59,20.5333333333333,22.2,0.0,445.666666666667,0.0033114893521495,0
