,Temperature,Humidity,Light,CO2,HumidityRatio
14226,20.2,21.29,0.0,438.0,0.0031100266408711
14227,20.2,21.2,0.0,439.0,0.0030968140539317
14228,20.2,21.29,0.0,441.5,0.0031100266408711
14229,20.2,21.29,0.0,444.0,0.0031100266408711
14230,20.2,21.29,0.0,446.5,0.0031100266408711
14231,20.2,21.29,0.0,446.0,0.0031100266408711
14232,20.2,21.29,0.0,447.0,0.0031100266408711
14233,20.2,21.29,0.0,447.0,0.0031100266408711
14234,20.2,21.29,0.0,446.333333333333,0.0031100266408711
14235,20.2,21.29,0.0,445.75,0.0031100266408711
14236,20.2,21.29,0.0,445.0,0.0031100266408711
14237,20.2,21.29,0.0,444.5,0.0031100266408711
14238,20.1666666666667,21.23,0.0,446.333333333333,0.0030947986343417
14239,20.15,21.245,0.0,446.5,0.0030937884708154
14240,20.2,21.29,0.0,448.0,0.0031100266408711
14241,20.15,21.245,0.0,450.0,0.0030937884708154
14242,20.15,21.29,0.0,452.0,0.003100374228833
14243,20.2,21.2,0.0,449.0,0.0030968140539317
14244,20.15,21.2,0.0,446.5,0.0030872028515651
14245,20.2,21.2,0.0,446.5,0.0030968140539317
14246,20.15,21.2,0.0,448.5,0.0030872028515651
14247,20.1,21.2,0.0,446.0,0.0030776179310379
14248,20.2,21.2,0.0,446.0,0.0030968140539317
14249,20.1,21.2,0.0,441.0,0.0030776179310379
14250,20.1,21.2,0.0,443.0,0.0030776179310379
14251,20.1,21.2,0.0,444.333333333333,0.0030776179310379
14252,20.1,21.0,0.0,444.0,0.0030484415024245
14253,20.1,21.1,0.0,443.0,0.0030630293762599
14254,20.1,21.1,0.0,444.0,0.0030630293762599
14255,20.1,21.1,0.0,447.5,0.0030630293762599
14256,20.1,21.1,0.0,443.0,0.0030630293762599
14257,20.1,21.0666666666667,0.0,442.333333333333,0.0030581666759902
14258,20.1,21.0666666666667,0.0,444.666666666667,0.0030581666759902
14259,20.1,21.0,0.0,444.5,0.0030484415024245
14260,20.1,21.0,0.0,445.333333333333,0.0030484415024245
14261,20.1,21.0,0.0,446.5,0.0030484415024245
14262,20.1,21.0,0.0,445.0,0.0030484415024245
14263,20.1,21.0,0.0,442.0,0.0030484415024245
14264,20.1666666666667,21.0,0.0,439.0,0.0030611054289526
14265,20.2,21.0,0.0,441.0,0.0030674547492158
14266,20.2,20.9633333333333,0.0,445.666666666667,0.003062072509168
14267,20.2,20.89,0.0,446.0,0.0030513083071351
14268,20.2,20.8566666666667,0.0,443.666666666667,0.0030464156105873
14269,20.2,20.89,0.0,439.0,0.0030513083071351
14270,20.2,20.79,0.0,441.0,0.0030366304472786
14271,20.2,20.79,0.0,442.0,0.0030366304472786
14272,20.2,20.745,0.0,443.5,0.0030300256352412
14273,20.245,20.84,0.0,443.0,0.003052493181285
14274,20.245,20.84,0.0,442.0,0.003052493181285
14275,20.29,20.89,0.0,443.0,0.0030684184554996
14276,20.29,20.89,0.0,444.0,0.0030684184554996
14277,20.29,20.79,0.0,443.0,0.0030536578877459
14278,20.29,20.79,0.0,442.0,0.0030536578877459
14279,20.29,20.79,0.0,443.0,0.0030536578877459
14280,20.29,20.79,0.0,441.0,0.0030536578877459
14281,20.29,20.79,0.0,446.333333333333,0.0030536578877459
14282,20.29,20.7,0.0,446.0,0.0030403739727938
14283,20.29,20.7,0.0,439.0,0.0030403739727938
14284,20.3566666666667,20.7,0.0,444.333333333333,0.0030529856704173
14285,20.29,20.65,0.0,446.0,0.0030329942640162
14286,20.29,20.7,0.0,442.0,0.0030403739727938
14287,20.29,20.7,0.0,441.5,0.0030403739727938
14288,20.29,20.7,0.0,440.5,0.0030403739727938
14289,20.29,20.7,0.0,443.5,0.0030403739727938
14290,20.29,20.7,0.0,440.5,0.0030403739727938
14291,20.29,20.7,0.0,437.5,0.0030403739727938
14292,20.29,20.7,0.0,438.0,0.0030403739727938
14293,20.29,20.7,0.0,443.0,0.0030403739727938
14294,20.26,20.7,0.0,443.0,0.0030347136922349
14295,20.29,20.7,0.0,436.333333333333,0.0030403739727938
14296,20.29,20.76,0.0,438.333333333333,0.0030492298533575
14297,20.29,20.7,0.0,437.0,0.0030403739727938
14298,20.29,20.7,0.0,439.0,0.0030403739727938
14299,20.245,20.7,0.0,436.0,0.0030318870333676
14300,20.29,20.7,0.0,432.5,0.0030403739727938
14301,20.23,20.6333333333333,0.0,435.0,0.0030192599038444
14302,20.245,20.65,0.0,442.0,0.0030245280240862
14303,20.2,20.6,0.0,444.5,0.0030087444126257
14304,20.29,20.7,0.0,447.0,0.0030403739727938
14305,20.2,20.6,0.0,446.0,0.0030087444126257
14306,20.23,20.5666666666667,0.0,442.333333333333,0.0030094574219121
14307,20.245,20.55,0.0,440.0,0.0030098105253726
14308,20.29,20.6,0.0,440.0,0.0030256147294976
14309,20.26,20.4966666666667,0.0,439.666666666667,0.0030047601009692
14310,20.29,20.5,0.0,442.0,0.0030108561832128
14311,20.29,20.55,0.0,441.0,0.0030182353692319
14312,20.29,20.6,0.0,441.0,0.0030256147294976
14313,20.29,20.5,0.0,441.75,0.0030108561832128
14314,20.3233333333333,20.5,0.0,442.0,0.0030170948251214
14315,20.39,20.445,0.0,443.0,0.0030214385697668
14316,20.39,20.39,0.0,443.0,0.0030132710875474
14317,20.39,20.29,0.0,440.0,0.0029984216667373
